,Control_1,Hot_1,Control_2,Hot_2,pval.heat,padj.heat
isogroup254284,8.17937431586126,8.25507102732017,8.09617571737367,8.21091932185087,0.644406670718827,0.929212662771851
isogroup254286,8.7781724265065,9.25523927657375,8.85409864308892,9.13097563206598,0.04699644504703,0.268091139462054
isogroup254287,5.01282992836474,4.91601461082622,5.00006630222664,5.30365883749483,0.67346232438367,0.939235249115065
isogroup254289,12.041079055172,11.8916872551426,12.0385972044064,11.8092565650954,0.174180253900455,0.590593732235928
isogroup254290,8.41151204765678,8.59981740133022,8.16532397127648,8.3417326758448,0.433895022887944,0.83594640029574
isogroup254291,8.51698859500253,8.93216132834255,9.1571851238277,9.01519418188747,0.737165252730051,0.955030723525456
isogroup254297,5.80997126412716,5.9217005003792,5.55617351980303,5.97373609075567,0.348234048292107,0.782322853185552
isogroup254298,8.12272149754289,8.4258298792562,8.46475859607625,8.61642606285006,0.367044425015799,0.799035308439252
isogroup254300,4.75230421244005,4.55459559845698,4.71031520266418,4.66091542371584,0.623419929415782,0.922180435742358
isogroup254303,8.51565483429201,8.39371498198883,8.43740354869927,8.46562384745138,0.817068663959767,0.969259300673237
isogroup254304,6.93423949005585,6.51440342024205,6.63026897272176,6.59730150770234,0.385852444864597,0.808937578622009
isogroup254305,9.63100268687339,10.0477957191684,9.20086630673835,9.40592756373195,0.263990443151304,0.70700522625945
isogroup254307,6.62392441880738,6.63691574295552,6.83088240193808,6.80954583581535,0.976876133793882,0.995597177406401
isogroup254311,6.58490895547972,5.9798989783367,6.59631481326292,5.80053164983825,0.00798022060580202,0.0643649299937633
isogroup254315,7.05764580755902,6.99990563092179,7.0189863666647,7.04886738069332,0.955881857872176,0.990682430748293
isogroup254316,6.08095976481401,6.19972958409012,6.2701722584109,6.16395942694401,0.999676726483824,0.999908579862455
isogroup254317,8.48751471598561,8.62028104558762,8.77916760476399,8.68132820751421,0.974658916812483,0.99483621277343
isogroup254321,7.62767752654188,7.53456779766709,7.68047658477962,7.64714721774157,0.782287253034872,0.961821045466601
isogroup254322,10.200589085016,10.6675505350283,11.0417068241541,11.1669776328487,0.445586112052895,0.842344785682846
isogroup254323,7.23272364216343,7.5108632288293,6.98383044342397,7.2478177455885,0.305729834931331,0.747412743898465
isogroup254326,6.75158323528955,6.71871632933255,6.33505485431359,6.69343613645348,0.607883102318588,0.920069447567426
isogroup254327,7.62347615408064,7.51901955558034,7.42604935182487,7.69418390434125,0.732418007098019,0.953678892144044
isogroup254329,6.90383683329445,6.5882006927732,6.7030245156671,6.69629716789581,0.531011076171734,0.888344221405796
isogroup254330,6.16189008728097,6.10878590337148,5.97973774305299,6.01161769465959,0.965676862302302,0.993031503999845
isogroup254331,11.3007871412138,10.805601083793,11.3439551394019,11.0749628263075,0.0335983905962475,0.209784813533693
isogroup254332,9.13213418753608,8.76615367744523,9.04279440093674,8.75849600017222,0.0764072768776592,0.370267597473571
isogroup254333,8.5941011491466,8.21990196266054,8.4067536293454,7.95396039990028,0.0782017788939243,0.375351329129371
isogroup254335,10.3530320885934,10.0593573127371,10.7127458269502,10.0493115793548,0.0134129799342538,0.0997862758105178
isogroup254338,10.1264964290092,10.3180641013127,10.2644631340942,10.5677585704902,0.179614587454662,0.599513420388779
isogroup254339,4.90240251634266,4.69642746366668,6.11685378725111,5.58060404856424,0.403004396330143,0.818296225274451
isogroup254342,9.95016582421486,9.5766426253591,9.74220910263381,9.71611550958881,0.281886842435707,0.726690615229879
isogroup254349,8.74673821266356,8.3889866239658,8.80313573096402,8.6992403439553,0.321313124708597,0.761487256486035
isogroup254352,11.7732586151162,11.862300125236,11.9885687842216,12.0830657800452,0.607544319987393,0.91990959398532
isogroup254354,5.95782298782948,6.25701819485134,6.09236472940908,6.1280710183448,0.536575242682998,0.889689639186671
isogroup254357,7.89716909519436,7.30436223711976,7.12961776786972,6.80117021053608,0.181116965206768,0.601388577723823
isogroup254358,8.91360719832307,9.34632045965265,9.03904967473857,9.21219010115695,0.113605384664671,0.470971367531169
isogroup254360,9.29659846619305,9.43963975386087,9.09511967885197,9.12062760975681,0.679653348712394,0.940561886274162
isogroup254363,6.94959094172587,6.50312568453303,6.50213266785424,6.54792255284866,0.447622211261307,0.843564217518736
isogroup254367,8.88734238502383,8.88230111287359,9.02928684288192,8.80752761541093,0.544026923679257,0.89272483334836
isogroup254368,8.41942798588381,8.2309358696469,8.59500567882805,8.40782198453976,0.381601470144016,0.807464806021409
isogroup254369,4.26009849264181,3.85211806604748,4.3395533980452,3.97911936016964,0.100493011804448,0.437708795933455
isogroup254370,6.68746925338845,7.10350428152288,6.58207023308988,7.21226982686383,0.0383949736360647,0.232286068023546
isogroup254372,7.5498029145116,7.64428393627525,7.81827121008465,7.70687595863007,0.938896782031772,0.988020662107599
isogroup254373,11.0847822876007,12.2954380956068,11.4637804491649,12.6428402188167,9.63623027079607e-08,1.39958542138235e-06
isogroup254374,7.25717215880951,7.15453465217452,7.03960887239585,7.25431361354671,0.827656178596499,0.97057102481993
isogroup254376,9.43397832176485,9.28753746472938,8.97818095577857,9.07579993761285,0.873896619661235,0.977043271702428
isogroup254377,6.55013287949484,6.64775757594956,6.0863455378161,6.68441374931736,0.271292366310868,0.71403267753506
isogroup254378,8.20233904446677,8.20414165628236,7.46595052814151,7.95022822428662,0.54714545019072,0.894730127775956
isogroup254379,6.25606678282439,5.87818214877396,5.30468270798467,5.57683890131191,0.722256729609525,0.950706987277529
isogroup254384,7.27527911821985,7.53037273945895,7.50344821291808,7.61347224913217,0.46987867084381,0.856559232695185
isogroup254386,7.32061391393367,6.84657180870855,7.28880997919443,6.94796648104799,0.0892588493721717,0.409324448052746
isogroup254388,7.97846680212054,8.38429934134303,8.30528116422859,8.35526408118357,0.35506758847582,0.788475789818477
isogroup254390,4.72738177939427,4.70637309271327,5.2951561615863,5.19475613635258,0.840475055602543,0.97064071783112
isogroup254391,7.38037331954522,7.06595611351499,6.73287472317775,6.8245271360863,0.652483318731459,0.931670482346313
isogroup254392,6.35137544839237,6.22102221269143,5.40763576225859,5.9134540815386,0.812237988052905,0.968365307422634
isogroup254396,9.60541929297598,3.45878664618586,8.8370967922683,3.07525726232035,3.67677484858595e-09,5.94316651709935e-08
isogroup254399,7.31796919839702,7.14203631365131,7.25491073687436,6.99273149419769,0.372247821605436,0.803401788037454
isogroup254404,10.9089214874827,11.3346022109859,11.0923409462751,11.393192054672,0.0246238381901257,0.164085932256432
isogroup254406,8.92244847899265,8.85750045934191,8.86244622961173,8.93921695786995,0.970901810343148,0.994181997909425
isogroup254407,9.96569425766814,10.2679251545462,10.0367225878662,10.0983726622341,0.286392042630464,0.730423764666743
isogroup254409,7.17982040698552,7.53252549906071,7.55907256712587,7.54438348541521,0.565272626723557,0.902218265519165
isogroup254411,7.86239775973535,3.18156489722675,8.90182783728832,2.99843666675461,9.25738284813675e-20,3.16633223307848e-18
isogroup254415,5.42271162750905,5.28403335434925,5.1196602720347,5.18482543816622,0.872152326466491,0.977043271702428
isogroup254416,8.09494615387323,8.2319922714622,8.43482908160926,8.56901691173149,0.608292394243554,0.920143178688049
isogroup254418,9.42005712700522,9.22167583981018,9.87243873389047,9.53395127373414,0.262593493649775,0.70621068254137
isogroup254420,8.31334142674198,8.09531361086014,8.41682085170406,7.90348080948669,0.0960465653845801,0.42578772324351
isogroup254421,5.41569305786925,5.50816483115892,5.36614119871185,5.32749157350956,0.90772862100779,0.980355396102687
isogroup254427,5.7045287967065,6.46583388093611,5.61643454232537,6.32199473702469,0.00723717698354334,0.0590069731704726
isogroup254430,7.15356944329878,7.01824224351737,7.06029089499391,7.20466488250145,0.972905413590628,0.994527341918792
isogroup254431,8.13194994283169,7.77024519000132,7.87056096791698,7.82302797617856,0.364958693331173,0.797126261030435
isogroup254433,5.25166582726837,5.09828405758196,5.0830846803222,5.11837838815147,0.815547842138447,0.969259300673237
isogroup254435,9.78528328096884,10.5496616293975,9.73584981697453,10.6690345193412,2.19707612335155e-07,3.09845996317995e-06
isogroup254438,10.3656985119959,10.303861681678,10.592022192649,10.6622223768884,0.958181242922006,0.991216705983692
isogroup254439,4.96422035153105,5.1681332052503,5.19216328374307,5.14179221720453,0.800660124874616,0.96566558041429
isogroup254443,8.39271190911228,8.40332276014676,8.59623610682472,8.37303036809293,0.589782616055836,0.914966708314623
isogroup254444,7.93803065591608,8.14864888946879,7.86244964811466,8.23688335771399,0.170670261185565,0.584355124798592
isogroup254449,7.78717106252744,7.92907259168432,8.28886956250238,8.03917480041135,0.760552312981978,0.959038200384036
isogroup254452,7.51134146983114,7.40702164302584,7.66852533044058,7.61337871098058,0.744422206271888,0.956008347314052
isogroup254454,9.23734326782912,9.61956718587646,8.7734390867505,9.28552587389724,0.0912747553435699,0.414267665757451
isogroup254457,9.34898434800531,9.45524446127194,9.2924728756748,9.37835246436732,0.580178847593623,0.90970058058792
isogroup254458,5.51499356692572,5.51196415037733,5.33722932279599,5.69742062942394,0.510844495800792,0.879000580197829
isogroup254461,9.84420771715423,10.1522867631318,10.1786433418449,10.2592932301205,0.361443624922603,0.794274921764233
isogroup254462,8.49371890488301,7.57606471380168,7.43240637448868,7.25468702305573,0.100290947799345,0.437059626069259
isogroup254465,5.2047024728641,5.13306308159173,5.03854055352032,5.09990560127422,0.979094046134445,0.996273821115014
isogroup254467,5.98436679595641,6.15181016630114,5.69731038301389,6.08820624045874,0.330020117045083,0.768649114714464
isogroup254469,4.3065345238598,4.5898576119033,4.47024375764517,4.34524789726728,0.754099492896628,0.957236484251171
isogroup254471,7.29386158971837,6.94687783216535,6.52814090956582,7.18140816583712,0.779246374797223,0.960846742046878
isogroup254473,6.64154630782508,5.03062164319447,4.7087501106523,4.74747140198306,0.0451978335967529,0.261541412662713
isogroup254479,6.28719761899417,6.45322222403869,5.9081064129031,6.67412169556034,0.124160068382393,0.494198960024774
isogroup254482,6.55520879463265,6.62088873790906,6.97664533293882,6.52990219517801,0.455635194853283,0.8484088065228
isogroup254483,7.52106228766953,6.83289594147601,5.83518233243101,6.08036553581065,0.433064866638474,0.834834821258405
isogroup254484,9.61245676034016,9.29402395531606,9.90274319519123,9.48842547340544,0.0732844903333679,0.361372513396109
isogroup254486,7.37456859458882,7.49075712570274,7.56404153509927,7.72555553136314,0.577908049367672,0.909156021220417
isogroup254489,8.11280390728331,8.44389949599614,7.54801774993048,8.04183398855638,0.196238650974621,0.623591056277486
isogroup254491,9.01343781174472,9.05573650567868,9.02090865830117,9.13631293899121,0.661990729052612,0.934461639159912
isogroup254492,9.8263413419889,9.90400728491233,10.135931374554,10.1305831720431,0.884027003331961,0.978014948269881
isogroup254493,7.93996207766687,7.80307508610628,8.08042709302351,8.05158457937986,0.736094761699646,0.954404895114461
isogroup254497,7.60664602656245,7.48457799191041,7.45596882100976,7.33736695258169,0.617655769979597,0.920448694599895
isogroup254501,6.11211618894552,6.39185704996775,6.1713372559032,6.06334075645145,0.734025621339193,0.953835849549938
isogroup254502,11.8046135353015,11.831752581635,11.380643729031,11.8091097761184,0.300853924598547,0.743665890407412
isogroup254503,10.9236650513544,11.2080890188384,10.8852626545526,11.0711319546221,0.124677470172935,0.495762849317656
isogroup254504,9.35593029643005,9.90867596613905,9.54063342846394,10.1055414679235,0.00376736974392213,0.0329140739789615
isogroup254508,6.57207622905736,6.35075251332288,6.13638317959878,6.17224312279297,0.718875930807867,0.950458807814454
isogroup254512,6.55488119148228,5.90196174958401,5.86611805479656,5.64332174867335,0.1650858711288,0.576489233516078
isogroup254513,8.27868241441675,7.82942113613445,8.65038012777346,8.70849135345134,0.713404729060774,0.948153979740572
isogroup254515,11.5848990947873,10.7424870238667,11.6957511275287,11.1167252122946,0.000479508164194359,0.00497493492442304
isogroup254516,7.61171755358258,7.62606564290409,7.52064820567554,7.69268579728689,0.67850686641,0.940462771114449
isogroup254519,9.34495993460365,9.32396260122324,9.54123756911857,9.47818836617619,0.816776041678699,0.969259300673237
isogroup254521,9.04318493894661,8.61468617440388,9.38449008120176,8.77061330862946,0.0167892582630195,0.120604667417926
isogroup254522,7.24647608074238,7.16052975400037,7.46852982550005,7.46610945520269,0.877974406679706,0.977643413766553
isogroup254524,6.93295841186563,7.24340391462709,6.95369381609633,7.2783087468837,0.187889479397209,0.612358598528047
isogroup254525,6.99538681443347,7.51112623644571,7.43188132824712,7.49218020921856,0.335001470860402,0.772748600616286
isogroup254527,5.42596633963029,5.78765556600569,6.07184711591102,5.84592513364238,0.964421040385977,0.992834383663537
isogroup254528,10.3280177378073,10.4354473012315,10.351190028981,10.5170548326453,0.375823863394952,0.804244694139592
isogroup254531,7.79678033132674,7.77123861217212,7.75417130021468,7.79243332899308,0.975383827901248,0.99487694518673
isogroup254533,6.27628322179473,5.92208550229551,6.42544849822211,6.16149434860334,0.268157528648587,0.711318586854483
isogroup254536,9.58327575855736,9.77824539947991,9.36430259939897,9.61456367794201,0.254136697816247,0.696672160631581
isogroup254537,7.12357793100246,7.09501541834974,6.97547321683888,7.28345815398002,0.572558235108499,0.905939945311857
isogroup254543,9.09930424854365,8.59945264858433,9.25387028625961,8.3002923962892,0.00109830886863222,0.0108358587721549
isogroup254550,9.23007406984312,9.26123016151778,9.3800549620753,9.30947781582383,0.899673172086871,0.979605739108923
isogroup254556,10.7399071426066,11.4265221743769,10.7904640780707,11.0760926324784,0.0106477225634607,0.0821424212359445
isogroup254558,9.36760330463189,9.03911714712625,9.51903458896704,9.07925291748269,0.032826881681578,0.20650083604245
isogroup254559,6.92816561257545,7.14088601636344,6.63073937447087,7.21236901606304,0.13842239628612,0.524938416641211
isogroup254562,6.92193327560773,6.90299490402352,6.91646807375461,6.89630432080863,0.936189989755246,0.986912962462703
isogroup254566,4.1785975668247,3.08137227943289,4.07949969626383,3.07955704175845,6.87074568519324e-07,9.39229795738771e-06
isogroup254567,10.5739612156906,10.7170711074754,10.5268488395293,10.5462587650379,0.60905016712182,0.920143178688049
isogroup254569,6.824252397327,6.84118539808347,6.83953158077709,7.13922534486635,0.531941152133989,0.888767513211413
isogroup254570,9.26609014444037,8.91014837302972,9.24280379398623,8.99991017752051,0.0973934525239924,0.430331421664374
isogroup254571,7.38549436371357,7.25104037267252,6.8362347219661,7.3459363855571,0.592110843283523,0.915853525759431
isogroup254575,7.05748471316643,7.66518202729482,6.96700883074929,7.28700973309454,0.0817409464031813,0.38723598919622
isogroup254576,9.11217758440914,9.02268542547275,8.9328963437941,9.05336026305264,0.942124023576628,0.988527262416247
isogroup254578,5.56687538175187,5.65749618641641,5.6534867099922,5.80249904396883,0.653786379797679,0.932250315961683
isogroup254580,8.23534598960749,8.39994919980172,8.34928329476064,8.2107127979494,0.947631666256042,0.989671026711393
isogroup254581,8.67891597472412,8.79578009171313,8.84849639770034,8.70590209333591,0.933949360106084,0.986360611832729
isogroup254582,9.77675703879204,11.1816837315032,9.07468886394824,10.5303530378301,1.5129009546425e-05,0.000184753223246195
isogroup254588,11.3987163282148,11.7481867804597,11.5112510456953,11.7486436752238,0.043725400868027,0.256077072366001
isogroup254589,8.63184969556795,8.27526417062968,8.45646023095289,8.44899432651778,0.400474659761505,0.817208223892582
isogroup254590,10.8087769434592,10.8291513397727,10.9980289126477,11.0882698428743,0.757596441936961,0.958195725810337
isogroup254591,6.6156332072316,6.82026188023158,5.86878912641328,6.28185069348032,0.47271749037603,0.858663620546961
isogroup254592,7.49470480000389,7.09499598679199,8.00483497087965,7.77292501204627,0.401736015823283,0.817832242275026
isogroup254593,8.98235757616669,9.20637828459849,8.61046969874549,9.26672350561996,0.0533153898745473,0.293572985127517
isogroup254600,7.71173679313878,8.04185164204534,7.42347449261427,7.76667784193179,0.193653886064478,0.620008645765825
isogroup254601,8.49719197843962,7.57519531713403,7.77204369648172,7.84268561530638,0.1463677280035,0.539849644035188
isogroup254602,8.46530383743529,8.43379577600991,8.50396740888983,8.48331010781907,0.893275706222112,0.97910524764697
isogroup254604,9.44482391480168,9.4206303145317,10.0776224923878,9.66929966740923,0.361435303699895,0.794274921764233
isogroup254605,8.42177604153566,8.13798766705609,8.32000873452615,8.27573392285827,0.44026777096202,0.839881332108293
isogroup254606,10.8437821669678,10.7826055037938,10.3404056717937,10.6297947115087,0.690303292982238,0.943455306760645
isogroup254607,10.4990843852463,10.3438546754436,10.5152849456188,10.7450677697731,0.79966562678499,0.96537392201234
isogroup254608,8.39327058295723,7.82361661845714,9.05266635763905,8.36258237615848,0.0523405835481546,0.289462214147896
isogroup254614,7.23145487655139,7.28264896361817,6.6910158695313,7.20279828845673,0.394528768995284,0.815139020339922
isogroup254616,7.05985462667558,7.19940559373859,6.74845908529633,6.95052406880406,0.54228637210145,0.891392786493355
isogroup254618,7.16292576602705,7.32468793918678,7.20144752546094,7.45487361100087,0.383156079277232,0.807464806021409
isogroup254619,12.6810153196088,12.7331615179107,12.8486002616571,12.9162704641353,0.711471464944424,0.948153979740572
isogroup254621,6.52328282552732,6.64119432318922,6.52251282662289,6.45403517793726,0.912895971705276,0.981560293833184
isogroup254622,9.1236486428408,9.53100835053398,9.13962706006003,9.57352766266445,0.0153328906988349,0.111848688522563
isogroup254624,7.25385218928599,7.22414751550853,7.61611229457638,7.5527022921103,0.856136725983107,0.973943751557549
isogroup254625,11.665581659912,11.2698524251689,11.7853743359671,11.4193208382981,0.015684761706028,0.11411252492744
isogroup254626,10.5317464654325,4.14706674951182,9.93845186663196,3.32251877431034,2.23145166803704e-09,3.65683023849489e-08
isogroup254628,5.2895693772148,5.6916571235791,5.64703797302528,5.45910933520801,0.75185497167574,0.957236484251171
isogroup254629,9.20283669230956,9.78446175922247,8.56815427620165,9.58883792782733,0.00551011648819278,0.0463704851579102
isogroup25463,5.78460099773889,7.28108866964731,6.28186939183734,6.02448287899405,0.107921774809134,0.45808886857168
isogroup254631,8.18056944646936,8.18307653011119,8.37776016298552,8.17334451038728,0.616037149562522,0.920448694599895
isogroup254637,11.3462289482453,4.25607367952832,10.8804451556558,3.75973826516359,1.86052651284943e-101,7.66816002270894e-98
isogroup254641,12.5410438215393,12.3164066760153,12.4831757963806,12.344054301768,0.175675525648263,0.593237754165765
isogroup254642,9.82103441074271,10.2509540367781,9.23862382522547,9.67373073652153,0.15740744092536,0.561449387947963
isogroup254643,5.08194832278285,5.45807857424795,5.581219226348,5.84532895442336,0.372575521711678,0.803410228853931
isogroup254644,9.67559348104188,9.72754371897914,9.64704198465575,9.65593605212306,0.852328270819504,0.973397540181383
isogroup254646,7.31357826321393,7.32525770486481,7.3430233176709,7.2059556212782,0.794656576641804,0.964454094897888
isogroup254647,8.50608893915295,8.75092956921537,8.48510050915913,8.58458764128125,0.389601645461765,0.811818878947334
isogroup254649,9.3767619714752,9.48981559767748,8.83169108819752,9.40571934769841,0.210154237161591,0.645538057359044
isogroup254650,8.93955499029327,8.93014637483437,9.05793052224881,8.98947165508809,0.826184896374687,0.97057102481993
isogroup254651,6.15798188392391,6.1599121356278,5.5316332466452,5.78348555598765,0.778458245646263,0.960689492781196
isogroup254652,7.59589060355154,7.63464395590878,8.04150106057796,7.70895686235088,0.518890244319745,0.882991800975982
isogroup254653,11.7595963986721,12.1929199758542,11.7344638721024,12.2738494588039,0.000473719128014519,0.00492416995236278
isogroup254654,7.89740698589562,7.85309704714317,7.53128211908922,7.81807084888485,0.658880089776475,0.933746331907505
isogroup254655,11.7366385889883,11.5768833694675,11.6762766634172,11.8455928235907,0.946522675563636,0.989456365014544
isogroup254659,5.41452661875882,5.23861415545912,4.91976085014651,5.37124189758659,0.719226940254383,0.950458807814454
isogroup254662,10.8541616465366,10.7460976618896,10.9153766389522,10.8533181028548,0.580894041703234,0.910014232903601
isogroup254663,10.2056438831028,10.3408652572426,9.81892835063407,9.94534283023248,0.588969975257962,0.914763337283521
isogroup254666,9.53145002205099,8.93040866848816,9.73169101038869,9.09015670771848,0.00134982754937638,0.0130059947276558
isogroup254667,7.72377415531529,7.80024198109622,7.80430065513432,7.96415429425367,0.598724288742915,0.917596879580946
isogroup254668,8.4202436524101,8.33484835010208,8.30031824622588,8.47313954039706,0.828304797606848,0.97057102481993
isogroup254673,7.97651560719821,7.43214126488824,8.19779769757959,6.97963486989614,0.00204870250226324,0.0189640142910229
isogroup254675,8.18230324940553,7.95121666867625,8.14895317368328,8.06451926616956,0.460151217378972,0.851217792830985
isogroup254679,7.71869817254511,8.0972394334234,8.26966022443427,8.35942643419275,0.474204916605682,0.858731867743462
isogroup254682,8.68273101775876,8.77510418869741,8.17890736517909,8.57336133347533,0.397145907941134,0.816104008999875
isogroup254684,8.78281850199695,8.68654921209436,9.12296574172246,8.97872173036414,0.603824826726466,0.919016902081228
isogroup254685,10.4814825062379,10.1824316052332,10.6097116957481,10.4289005736143,0.20000859040587,0.630238064981467
isogroup254686,8.50708259203479,8.15004150860581,8.56213840721388,8.4451471249497,0.31339528541931,0.754823417467117
isogroup254687,8.41003077072129,8.79154265759147,8.76347552155072,9.07155916067983,0.167126078448825,0.579562585045715
isogroup254688,9.38758155284261,9.33080142268238,9.0115145985146,8.96308307618134,0.837382138951676,0.97057102481993
isogroup254689,7.53314684771939,7.67664435962311,8.10217542047338,7.79618669908513,0.684645620038846,0.941750952820598
isogroup254690,7.34679780178199,7.13221295046524,6.81989911145287,6.32070463489869,0.425747902958986,0.831620844571308
isogroup254694,8.91132258687852,8.45219692273525,8.59222281836052,8.34247892117254,0.106647973930901,0.454300602289866
isogroup254696,9.04473270978603,8.86736636575311,9.55941525926755,9.16148922277783,0.243265676075857,0.684031713420872
isogroup254700,7.81936569908306,8.06427015512706,7.84684920617904,8.05997475199913,0.282929845252581,0.727188521908931
isogroup254701,8.90675106623412,8.88429232676861,8.77744530142817,8.94179577362362,0.710171073136284,0.948153979740572
isogroup254702,6.67606975252965,6.95884600485887,6.84551258759844,6.72446194974667,0.759037112462245,0.958473908882101
isogroup254703,8.83102471134927,8.46725250377583,8.57071329739586,8.04146522111475,0.0969792398196019,0.42955393542879
isogroup254705,9.09213928175175,9.17174898190501,9.4274584870236,9.34564568385745,0.959347116338688,0.991367852749758
isogroup254707,6.158404277871,6.17860638292403,5.48277009362388,6.00329425950863,0.522995761108173,0.884706392356084
isogroup254708,7.63148361928619,7.3986688296673,7.50132273185974,7.50793416819636,0.630037952519623,0.92479743958655
isogroup254711,8.76040278349858,9.09430098700673,8.54688119712846,8.99547570112396,0.055340144704225,0.301101526598632
isogroup254713,8.93705360542316,8.88926034358883,9.09919974755277,9.06108797529156,0.827044994116173,0.97057102481993
isogroup254715,8.93593909753196,9.65466676012502,9.68870305321418,10.1772391728181,0.0804088163992412,0.382905761744047
isogroup254718,6.57345912830857,6.78263409522328,6.71681142744759,6.78853276924094,0.591491864686443,0.915723249338276
isogroup254720,9.41108804971566,9.44114888454751,9.6858385422606,9.6041208839932,0.873958424099218,0.977043271702428
isogroup254721,10.3186990335619,10.3834001101329,10.2056159798139,10.3629152403932,0.485575855753373,0.863420432989071
isogroup254723,6.6111975190262,6.44624284019198,6.42669624777492,6.46101009796081,0.795644168818724,0.964714687240884
isogroup254724,9.16902989551641,9.14436722139858,8.76602832974202,8.84956818012889,0.92431761540298,0.983621446439827
isogroup254725,12.2635548229213,11.8518748463081,12.3462249559834,11.985986245684,0.00944621406417557,0.0742279719075302
isogroup254726,5.46771407018284,4.6755122515286,5.28029913814343,4.85229437527096,0.0243282899499377,0.162840514865884
isogroup254727,7.75422044869523,8.33472856697385,7.99005583680389,8.28558750122808,0.0556804078593141,0.302488953319194
isogroup254729,9.12616062341542,8.94645425646756,9.41641997614715,9.24077328213573,0.4344644341718,0.836456926515975
isogroup254731,7.7700182096143,7.70560350621399,8.49275392341114,8.03692721389847,0.351975172370486,0.785168184531116
isogroup254738,9.4707986683086,9.85256672646731,9.18943063811009,9.6965516858414,0.0302274015863172,0.193676231073465
isogroup254741,8.94092674769765,8.65849054405807,9.2112087097148,8.89878023415781,0.177688534451093,0.596856800929241
isogroup254742,5.29236156997962,5.27323804269443,5.18886595725487,5.28053574588147,0.889934962755715,0.978619280994626
isogroup254745,7.65972515700626,7.80839726976675,7.76031508253633,7.70125393006926,0.846002731715936,0.972363558991296
isogroup254746,7.2425275867395,7.31682462221773,7.0097064305355,7.33148084767573,0.43218096623782,0.834618276180975
isogroup254747,6.66770379442729,6.62115761701195,5.99366943173425,6.60816284325845,0.48276589376401,0.861485699959529
isogroup254750,10.3184471687059,10.1841752608325,10.3080936590581,10.1502136970971,0.341738458907847,0.779194627078453
isogroup254752,2.59041112279807,2.60484565038595,2.67467172163246,2.87571996104822,0.532317350635121,0.888767513211413
isogroup254756,9.60846015363756,10.0800241147832,9.64965811303176,9.84699133071762,0.0688874329793089,0.346983874151203
isogroup254759,6.22229941740453,6.51954987698084,5.95166390584167,6.78357879220581,0.0505303561615877,0.282771029083481
isogroup254760,6.64205755856479,6.26991028937025,6.11005086150923,5.97763843689335,0.401711063658101,0.817832242275026
isogroup254761,9.22541690210885,9.4665896710136,8.59768604906866,8.78112393839052,0.516159562649676,0.881529736853056
isogroup254762,8.03921503466985,7.63164605495125,8.00800238345847,7.81677806590886,0.188523809109479,0.613010103707253
isogroup254763,10.3917348750324,10.4347445920146,10.1852330697134,10.3818650489199,0.49600483187572,0.869353142494484
isogroup254765,3.28325112061881,2.63691824877967,3.19122218502496,2.63609446678236,8.3267095243401e-05,0.000942169754415037
isogroup254767,6.86875203826436,7.31020613602104,6.87056270495288,7.33538428190202,0.060943987451182,0.321820172043621
isogroup254772,5.83319159776654,5.94822732285835,5.36502982821212,5.41550268121178,0.793761147551819,0.964110368053334
isogroup254776,9.16612826261083,9.07291086427435,9.34254062939603,9.32321750021995,0.794672442393508,0.964454094897888
isogroup254777,8.60100850989507,7.84677062622094,8.07977080365925,7.69422155130954,0.0298987518839227,0.191868751871682
isogroup254778,9.23177053601025,9.66280534941256,9.57479915225238,9.75942653529597,0.158285668426321,0.562512940219083
isogroup254781,10.6083375191556,10.5719964644154,10.8281277909281,10.7812316028186,0.817825295484045,0.969418163743885
isogroup254783,6.27254305345365,6.24813381599218,6.13020000727298,6.10830711422254,0.934970592564122,0.986835467085163
isogroup254788,8.86475350618314,8.84553344834406,8.62118011179072,8.9588775300966,0.452986855958078,0.847281745782263
isogroup254789,9.83530000994982,9.64003005373434,9.92421609269204,9.84315232313948,0.459211050514352,0.850414823087241
isogroup254790,8.75908561763141,9.28795815379916,8.85756897278402,9.29192670393227,0.0090114110178119,0.0713212299758267
isogroup254792,10.3831549898236,10.0941015097456,10.7129488239187,10.2777950399115,0.0682342297206763,0.344958451755618
isogroup254793,10.9683738500118,10.9034929522726,11.1048462900313,10.9826443759624,0.541207955050975,0.891166035454491
isogroup254796,9.16538920013265,9.21308981875641,8.94348360108022,8.6319414932409,0.713264572080608,0.948153979740572
isogroup254798,9.23187109376154,9.05162658537335,9.66643683659426,9.27119711855156,0.205170474480397,0.638292502568703
isogroup254799,8.90676391055958,8.71191101870277,8.95666727836205,8.81970135527762,0.382297195035675,0.807464806021409
isogroup254800,7.83591424105314,7.89792595322095,7.86473024971274,7.90949636380459,0.804944058725778,0.966730917698586
isogroup254802,9.54662849152199,9.64352654727782,9.56650682076908,9.56628185259181,0.773364030277732,0.960184724976816
isogroup254804,5.69686667314843,6.22229881660649,5.19633148187698,6.0406782962463,0.0409869532582946,0.243587206710975
isogroup254808,8.31609833102273,8.258089923483,8.21565005481976,8.40331828642608,0.751290419302571,0.957236484251171
isogroup254811,8.21029189800817,7.50368495358679,8.33777402147878,8.01922626319698,0.0821279832725115,0.388177159469789
isogroup254813,10.5543174649143,11.2439756806663,10.5916361809459,11.0100266967785,0.00121315061954084,0.0118483418920322
isogroup254815,7.35564780423801,7.51705015650864,7.32333767982811,7.51278616878815,0.443948175379711,0.841647484516994
